,Crypto,Date,Open,High,Low,Close,Adj Close,Volume
0,AVAX,2021-08-01,13.528723000000001,14.06238,12.65255,12.877432,12.877432,90946247
1,AVAX,2021-08-02,12.861507000000001,13.369729999999999,12.649082,13.006891,13.006891,54993392
2,AVAX,2021-08-03,13.000876,13.510857999999999,12.335033000000001,12.533294,12.533294,60826755
3,AVAX,2021-08-04,12.560794999999999,13.767554,12.421239,13.679925,13.679925,66911765
4,AVAX,2021-08-05,13.696864000000001,13.941016000000001,12.923048,13.834280999999999,13.834280999999999,76011395
5,AVAX,2021-08-06,13.834605999999999,14.962121,13.411563000000001,14.725431,14.725431,105878541
6,AVAX,2021-08-07,14.757720999999998,15.921667999999999,14.621929999999999,15.76119,15.76119,128714036
7,AVAX,2021-08-08,15.837833999999999,16.091908,14.584627,14.814119,14.814119,78280305
8,AVAX,2021-08-09,14.809564000000002,16.728161,14.474167999999999,16.231806,16.231806,143463343
9,AVAX,2021-08-10,16.18202,17.168316,15.806885999999999,16.448439,16.448439,124902142
10,AVAX,2021-08-11,16.426006,17.554728,16.391657000000002,16.748677999999998,16.748677999999998,122723375
11,AVAX,2021-08-12,16.725693,17.536139000000002,15.478686999999999,16.569054,16.569054,112149586
12,AVAX,2021-08-13,16.597775,18.27935,16.414026,18.048754000000002,18.048754000000002,113858977
13,AVAX,2021-08-14,18.032701,18.407064000000002,17.242128,18.06765,18.06765,101585490
14,AVAX,2021-08-15,18.107939000000002,18.820534,17.165447,18.795135000000002,18.795135000000002,101215297
15,AVAX,2021-08-16,18.771498,21.113394,18.494004999999998,19.182631,19.182631,252835090
16,AVAX,2021-08-17,19.076418,25.346676000000002,18.481082999999998,23.529999,23.529999,737983102
17,AVAX,2021-08-18,23.425014,30.884371,21.543831,29.890814000000002,29.890814000000002,1170857988
18,AVAX,2021-08-19,30.035482000000002,33.709990999999995,28.806576,30.634273999999998,30.634273999999998,1116363939
19,AVAX,2021-08-20,30.667894,39.185303000000005,29.999385999999998,39.185303000000005,39.185303000000005,962895338
20,AVAX,2021-08-21,39.126446,49.961566999999995,37.804619,43.786910999999996,43.786910999999996,1931663488
21,AVAX,2021-08-22,43.733883,45.005493,40.760937,43.5322,43.5322,1163748675
22,AVAX,2021-08-23,43.630627000000004,53.068478000000006,43.630627000000004,46.450531,46.450531,1527912599
23,AVAX,2021-08-24,46.517727,58.984772,44.314716,55.345852,55.345852,2249385587
24,AVAX,2021-08-25,55.572768999999994,57.433067,45.710415000000005,46.115124,46.115124,1541625994
25,AVAX,2021-08-26,46.258255,48.457481,41.420753000000005,41.420753000000005,41.420753000000005,1202053529
26,AVAX,2021-08-27,41.371857,50.411097999999996,40.33215,50.077789,50.077789,1672611618
27,AVAX,2021-08-28,50.135563,51.761093,46.243621999999995,50.197136,50.197136,1165188185
28,AVAX,2021-08-29,50.237128999999996,52.412929999999996,46.795429,47.509106,47.509106,790206804
29,AVAX,2021-08-30,47.482578000000004,48.226082,41.141459999999995,41.325077,41.325077,863132838
30,AVAX,2021-08-31,41.46167,44.168255,38.392105,39.48735,39.48735,863301439
31,AVAX,2021-09-01,39.543476,45.529957,38.628056,41.931602000000005,41.931602000000005,1042268891
32,AVAX,2021-09-02,42.478481,47.849262,41.296352,47.755917,47.755917,967474676
33,AVAX,2021-09-03,47.650715000000005,51.549908,44.889061,45.911182000000004,45.911182000000004,1292097111
34,AVAX,2021-09-04,45.900158000000005,49.788338,44.165131,47.143166,47.143166,920757965
35,AVAX,2021-09-05,47.204662,49.384651,45.589752000000004,48.178925,48.178925,870312119
36,AVAX,2021-09-06,48.146778000000005,51.3046,43.671879,47.042988,47.042988,1176511096
37,AVAX,2021-09-07,47.092613,47.180855,32.801224,37.598949,37.598949,1505074715
38,AVAX,2021-09-08,37.662605,39.429508,33.284008,37.051407,37.051407,932136418
39,AVAX,2021-09-09,36.581036,44.550734999999996,36.156017,40.772614000000004,40.772614000000004,1331437306
40,AVAX,2021-09-10,40.731609000000006,49.60516,40.483967,49.189137,49.189137,2437929731
41,AVAX,2021-09-11,49.481224,58.990349,48.353607000000004,57.164246,57.164246,2562681437
42,AVAX,2021-09-12,57.098942,64.873032,53.83142900000001,59.25943,59.25943,2713467627
43,AVAX,2021-09-13,59.302189,60.749023,48.057262,53.110153000000004,53.110153000000004,2513345537
44,AVAX,2021-09-14,53.20319,57.167706,49.250038,51.578117,51.578117,1243073204
45,AVAX,2021-09-15,51.503902000000004,58.111759,50.363479999999996,57.625393,57.625393,1139814004
46,AVAX,2021-09-16,57.891899,67.85884899999999,57.290649,67.842697,67.842697,2877776131
47,AVAX,2021-09-17,67.673767,70.784729,60.916031000000004,69.93401300000001,69.93401300000001,2149572436
48,AVAX,2021-09-18,70.07106800000001,75.324799,67.24805500000001,69.012383,69.012383,1951788341
49,AVAX,2021-09-19,68.86099200000001,76.213913,66.546936,70.075722,70.075722,1827002963
50,AVAX,2021-09-20,70.09388,70.397858,55.915348,56.677929000000006,56.677929000000006,2342075415
51,AVAX,2021-09-21,57.325871,66.10662099999999,52.868922999999995,59.017357,59.017357,2637731601
52,AVAX,2021-09-22,58.983479,74.47371700000001,57.96249399999999,74.187035,74.187035,2640281903
53,AVAX,2021-09-23,74.086197,79.522591,73.026749,76.41906,76.41906,2336551605
54,AVAX,2021-09-24,76.457024,78.351608,67.140198,72.401901,72.401901,2238592113
55,AVAX,2021-09-25,72.389549,72.636429,67.695068,68.38166,68.38166,1022340249
56,AVAX,2021-09-26,68.351662,71.481285,61.881161,66.86196899999999,66.86196899999999,1282520288
57,AVAX,2021-09-27,66.881004,72.46907,65.468826,66.508759,66.508759,1210911405
58,AVAX,2021-09-28,66.3713,69.436226,61.250834999999995,61.51771899999999,61.51771899999999,989963988
59,AVAX,2021-09-29,61.600773,69.243546,61.387615000000004,65.520004,65.520004,1366679673
60,AVAX,2021-09-30,65.507896,68.721069,64.36367800000001,66.765884,66.765884,1122979274
61,AVAX,2021-10-01,66.626358,69.440208,63.308277000000004,67.570396,67.570396,1441796222
62,AVAX,2021-10-02,67.63391899999999,73.35771899999999,65.877022,69.22049,69.22049,1391263335
63,AVAX,2021-10-03,69.132828,71.539963,67.653046,68.71704100000001,68.71704100000001,1003680421
64,AVAX,2021-10-04,68.683022,68.683022,64.004288,65.15984300000001,65.15984300000001,949626760
65,AVAX,2021-10-05,65.24717700000001,66.71933,62.942802,64.650116,64.650116,813159957
66,AVAX,2021-10-06,64.59976999999999,65.695107,58.682579000000004,60.114075,60.114075,963971611
67,AVAX,2021-10-07,60.02991899999999,62.273556000000006,57.56055500000001,61.488354,61.488354,906896093
68,AVAX,2021-10-08,61.519585,64.92047099999999,60.065067000000006,60.520226,60.520226,812757714
69,AVAX,2021-10-09,60.395821,61.953396,59.8629,60.56625699999999,60.56625699999999,368977448
70,AVAX,2021-10-10,60.570847,60.883995,55.544422,56.593575,56.593575,450502943
71,AVAX,2021-10-11,56.589451000000004,59.194138,53.956230000000005,55.304611,55.304611,590939451
72,AVAX,2021-10-12,55.338387,55.338387,51.227615,54.357971,54.357971,692864342
73,AVAX,2021-10-13,54.353676,57.052876,53.330341000000004,55.152489,55.152489,655950094
74,AVAX,2021-10-14,54.992874,58.427868000000004,54.952103,56.081104,56.081104,521698717
75,AVAX,2021-10-15,56.17886,57.090157,54.602188,56.251087,56.251087,559567841
76,AVAX,2021-10-16,56.310177,61.839802,55.712101000000004,57.483093000000004,57.483093000000004,730039645
77,AVAX,2021-10-17,57.569977,58.532706999999995,53.553791000000004,56.077366000000005,56.077366000000005,388579198
78,AVAX,2021-10-18,56.03767,56.425823,54.254124,55.474483,55.474483,301848293
79,AVAX,2021-10-19,55.531333999999994,58.032936,55.129128,56.816975,56.816975,369199133
80,AVAX,2021-10-20,56.807442,61.553413,56.725204000000005,59.559841000000006,59.559841000000006,557808885
81,AVAX,2021-10-21,59.631687,64.312057,58.895515,61.309810999999996,61.309810999999996,834466444
82,AVAX,2021-10-22,61.447987,68.641785,61.422531000000006,65.45528399999999,65.45528399999999,1235036359
83,AVAX,2021-10-23,65.532471,69.1017,64.567146,65.45916700000001,65.45916700000001,675884810
84,AVAX,2021-10-24,65.435112,67.588387,61.973976,64.518394,64.518394,512814089
85,AVAX,2021-10-25,64.55366500000001,69.824692,64.38153100000001,69.824692,69.824692,559909250
86,AVAX,2021-10-26,69.709671,72.88221,67.823219,68.87113199999999,68.87113199999999,913850539
87,AVAX,2021-10-27,68.671959,69.548653,57.86124399999999,61.516636,61.516636,947198473
88,AVAX,2021-10-28,61.52543299999999,64.931313,61.52543299999999,64.430077,64.430077,593781415
89,AVAX,2021-10-29,64.383186,66.127312,63.5387,64.772469,64.772469,390478927
90,AVAX,2021-10-30,64.733238,64.775375,61.095364000000004,62.415268000000005,62.415268000000005,340551397
91,AVAX,2021-10-31,62.313251,64.43634,60.34103399999999,64.28780400000001,64.28780400000001,385833917
92,BTC,2021-08-01,41460.84375,42541.679688,39540.941406,39974.894531,39974.894531,26688438115
93,BTC,2021-08-02,39907.261719,40419.179688,38746.347656,39201.945313,39201.945313,25595265436
94,BTC,2021-08-03,39178.402344,39750.03125,37782.050781,38152.980469,38152.980469,26189830450
95,BTC,2021-08-04,38213.332031,39952.296875,37589.164063,39747.503906,39747.503906,25372562724
96,BTC,2021-08-05,39744.515625,41341.933594,37458.003906,40869.554688,40869.554688,35185031017
97,BTC,2021-08-06,40865.867188,43271.660156,39932.179688,42816.5,42816.5,38226483046
98,BTC,2021-08-07,42832.796875,44689.859375,42618.566406,44555.800781,44555.800781,40030862141
99,BTC,2021-08-08,44574.4375,45282.351563,43331.910156,43798.117188,43798.117188,36302664750
100,BTC,2021-08-09,43791.925781,46456.832031,42848.6875,46365.402344,46365.402344,38734079049
101,BTC,2021-08-10,46280.847656,46637.988281,44705.554688,45585.03125,45585.03125,33546019517
102,BTC,2021-08-11,45599.703125,46735.632813,45351.710938,45593.636719,45593.636719,34319709073
103,BTC,2021-08-12,45576.878906,46228.910156,43861.445313,44428.289063,44428.289063,33723620826
104,BTC,2021-08-13,44439.691406,47831.976563,44282.417969,47793.320313,47793.320313,31744259539
105,BTC,2021-08-14,47810.6875,48098.683594,46177.632813,47096.945313,47096.945313,31211354442
106,BTC,2021-08-15,47096.667969,47357.105469,45579.589844,47047.003906,47047.003906,30988958446
107,BTC,2021-08-16,47019.960938,47998.097656,45700.320313,46004.484375,46004.484375,32776876610
108,BTC,2021-08-17,45936.457031,47139.570313,44512.417969,44695.359375,44695.359375,33451362600
109,BTC,2021-08-18,44686.75,45952.0625,44364.027344,44801.1875,44801.1875,32194123075
110,BTC,2021-08-19,44741.882813,46970.761719,43998.316406,46717.578125,46717.578125,37204312299
111,BTC,2021-08-20,46723.121094,49342.152344,46650.707031,49339.175781,49339.175781,34706867452
112,BTC,2021-08-21,49327.074219,49717.019531,48312.199219,48905.492188,48905.492188,40585205312
113,BTC,2021-08-22,48869.105469,49471.609375,48199.941406,49321.652344,49321.652344,25370975378
114,BTC,2021-08-23,49291.675781,50482.078125,49074.605469,49546.148438,49546.148438,34305053719
115,BTC,2021-08-24,49562.347656,49878.769531,47687.117188,47706.117188,47706.117188,35361168834
116,BTC,2021-08-25,47727.257813,49202.878906,47163.613281,48960.789063,48960.789063,32646349931
117,BTC,2021-08-26,49002.640625,49347.582031,46405.78125,46942.21875,46942.21875,32666549568
118,BTC,2021-08-27,46894.554688,49112.785156,46394.28125,49058.667969,49058.667969,34511076995
119,BTC,2021-08-28,49072.585938,49283.503906,48499.238281,48902.402344,48902.402344,28568103401
120,BTC,2021-08-29,48911.25,49644.113281,47925.855469,48829.832031,48829.832031,25889650240
121,BTC,2021-08-30,48834.851563,48925.605469,46950.273438,47054.984375,47054.984375,31847007016
122,BTC,2021-08-31,47024.339844,48189.550781,46750.09375,47166.6875,47166.6875,34730363427
123,BTC,2021-09-01,47099.773438,49111.089844,46562.4375,48847.027344,48847.027344,39139399125
124,BTC,2021-09-02,48807.847656,50343.421875,48652.320313,49327.722656,49327.722656,39508070319
125,BTC,2021-09-03,49288.25,50982.273438,48386.085938,50025.375,50025.375,43206179619
126,BTC,2021-09-04,50009.324219,50545.582031,49548.78125,49944.625,49944.625,37471327794
127,BTC,2021-09-05,49937.859375,51868.679688,49538.597656,51753.410156,51753.410156,30322676319
128,BTC,2021-09-06,51769.003906,52700.941406,51053.679688,52633.535156,52633.535156,38884105426
129,BTC,2021-09-07,52660.480469,52853.765625,43285.207031,46811.128906,46811.128906,65210059683
130,BTC,2021-09-08,46827.761719,47334.054688,44561.394531,46091.390625,46091.390625,49007762488
131,BTC,2021-09-09,45774.742188,47261.949219,45669.738281,46391.421875,46391.421875,38672657013
