Date,Open,High,Low,Close,Adj Close,Volume
2021-08-31,0.000007,0.000007,0.000007,0.000007,0.000007,290290305
2021-09-01,0.000007,0.000007,0.000007,0.000007,0.000007,261160667
2021-09-02,0.000007,0.000007,0.000007,0.000007,0.000007,283366175
2021-09-03,0.000007,0.000007,0.000007,0.000007,0.000007,260789327
2021-09-04,0.000007,0.000008,0.000007,0.000007,0.000007,378296266
2021-09-05,0.000007,0.000008,0.000007,0.000008,0.000008,300455633
2021-09-06,0.000008,0.000008,0.000007,0.000007,0.000007,334086564
2021-09-07,0.000007,0.000007,0.000005,0.000006,0.000006,626371078
2021-09-08,0.000006,0.000008,0.000005,0.000007,0.000007,986403280
2021-09-09,0.000007,0.000008,0.000007,0.000007,0.000007,784078100
2021-09-10,0.000007,0.000008,0.000007,0.000007,0.000007,423733163
2021-09-11,0.000007,0.000007,0.000007,0.000007,0.000007,229243568
2021-09-12,0.000007,0.000007,0.000007,0.000007,0.000007,243064232
2021-09-13,0.000007,0.000007,0.000006,0.000007,0.000007,312789256
2021-09-14,0.000007,0.000007,0.000006,0.000007,0.000007,184111151
2021-09-15,0.000007,0.000007,0.000007,0.000007,0.000007,203289266
2021-09-16,0.000007,0.000009,0.000007,0.000009,0.000009,1624140154
2021-09-17,0.000009,0.000009,0.000008,0.000008,0.000008,1663423890
2021-09-18,0.000008,0.000009,0.000008,0.000008,0.000008,495513218
2021-09-19,0.000008,0.000008,0.000007,0.000008,0.000008,572892039
2021-09-20,0.000008,0.000008,0.000007,0.000007,0.000007,586521394
2021-09-21,0.000007,0.000007,0.000007,0.000007,0.000007,382463972
2021-09-22,0.000007,0.000007,0.000007,0.000007,0.000007,280642205
2021-09-23,0.000007,0.000008,0.000007,0.000008,0.000008,370820478
2021-09-24,0.000008,0.000008,0.000007,0.000007,0.000007,456964069
2021-09-25,0.000007,0.000008,0.000007,0.000007,0.000007,227277343
2021-09-26,0.000007,0.000007,0.000007,0.000007,0.000007,257921523
2021-09-27,0.000007,0.000007,0.000007,0.000007,0.000007,207040951
2021-09-28,0.000007,0.000007,0.000007,0.000007,0.000007,229379215
2021-09-29,0.000007,0.000007,0.000007,0.000007,0.000007,193035725
2021-09-30,0.000007,0.000007,0.000007,0.000007,0.000007,308553065
2021-10-01,0.000007,0.000008,0.000007,0.000008,0.000008,316837935
2021-10-02,0.000008,0.000008,0.000007,0.000008,0.000008,320232218
2021-10-03,0.000008,0.000009,0.000008,0.000009,0.000009,627602337
2021-10-04,0.000009,0.000015,0.000008,0.000013,0.000013,5113996411
2021-10-05,0.000013,0.000020,0.000012,0.000017,0.000017,9382762020
2021-10-06,0.000017,0.000029,0.000017,0.000028,0.000028,15233960302
2021-10-07,0.000028,0.000035,0.000021,0.000023,0.000023,18731843000
2021-10-08,0.000023,0.000029,0.000021,0.000027,0.000027,12326548369
2021-10-09,0.000027,0.000030,0.000024,0.000027,0.000027,6401062357
2021-10-10,0.000027,0.000028,0.000025,0.000026,0.000026,3597266431
2021-10-11,0.000026,0.000032,0.000026,0.000031,0.000031,7321688785
2021-10-12,0.000031,0.000032,0.000027,0.000029,0.000029,4868743619
2021-10-13,0.000029,0.000031,0.000028,0.000029,0.000029,3082220289
2021-10-14,0.000029,0.000030,0.000027,0.000027,0.000027,2727081948
2021-10-15,0.000027,0.000027,0.000023,0.000025,0.000025,4121246428
2021-10-16,0.000025,0.000027,0.000025,0.000026,0.000026,1871226740
2021-10-17,0.000026,0.000029,0.000024,0.000028,0.000028,2304858857
2021-10-18,0.000028,0.000030,0.000026,0.000029,0.000029,3919367323
2021-10-19,0.000029,0.000029,0.000028,0.000028,0.000028,1651861422
2021-10-20,0.000028,0.000029,0.000027,0.000029,0.000029,1676016339
2021-10-21,0.000029,0.000029,0.000027,0.000027,0.000027,1540610794
2021-10-22,0.000027,0.000028,0.000027,0.000028,0.000028,1297177007
2021-10-23,0.000028,0.000035,0.000028,0.000034,0.000034,4703212108
2021-10-24,0.000034,0.000044,0.000034,0.000036,0.000036,15337292521
2021-10-25,0.000036,0.000044,0.000035,0.000042,0.000042,8244210217
2021-10-26,0.000042,0.000049,0.000041,0.000048,0.000048,11176750625
2021-10-27,0.000048,0.000087,0.000047,0.000080,0.000080,39053846018
2021-10-28,0.000079,0.000088,0.000057,0.000068,0.000068,32835212339
2021-10-29,0.000069,0.000077,0.000061,0.000075,0.000075,14287074318
2021-10-30,0.000075,0.000078,0.000062,0.000065,0.000065,8093183339
2021-10-31,0.000065,0.000070,0.000059,0.000067,0.000067,7990702699
