Date,Open,High,Low,Close,Adj Close,Volume
2021-08-01,0.000006,0.000007,0.000006,0.000006,0.000006,311601900
2021-08-02,0.000006,0.000006,0.000006,0.000006,0.000006,233023667
2021-08-03,0.000006,0.000006,0.000006,0.000006,0.000006,199311312
2021-08-04,0.000006,0.000006,0.000006,0.000006,0.000006,204792386
2021-08-05,0.000006,0.000006,0.000006,0.000006,0.000006,223975108
2021-08-06,0.000006,0.000006,0.000006,0.000006,0.000006,248522840
2021-08-07,0.000006,0.000008,0.000006,0.000008,0.000008,734135430
2021-08-08,0.000008,0.000009,0.000007,0.000007,0.000007,923406924
2021-08-09,0.000007,0.000008,0.000007,0.000008,0.000008,513264306
2021-08-10,0.000008,0.000008,0.000007,0.000008,0.000008,358181887
2021-08-11,0.000008,0.000008,0.000008,0.000008,0.000008,567005556
2021-08-12,0.000008,0.000008,0.000007,0.000008,0.000008,447258857
2021-08-13,0.000008,0.000008,0.000008,0.000008,0.000008,405525616
2021-08-14,0.000008,0.000009,0.000008,0.000008,0.000008,633410230
2021-08-15,0.000008,0.000009,0.000008,0.000009,0.000009,511338751
2021-08-16,0.000009,0.000009,0.000008,0.000009,0.000009,1002600515
2021-08-17,0.000009,0.000009,0.000008,0.000008,0.000008,655276452
2021-08-18,0.000008,0.000008,0.000008,0.000008,0.000008,490220596
2021-08-19,0.000008,0.000008,0.000008,0.000008,0.000008,358840820
2021-08-20,0.000008,0.000009,0.000008,0.000008,0.000008,360709045
2021-08-21,0.000008,0.000009,0.000008,0.000008,0.000008,314483766
2021-08-22,0.000008,0.000008,0.000008,0.000008,0.000008,292686165
2021-08-23,0.000008,0.000008,0.000008,0.000008,0.000008,327215667
2021-08-24,0.000008,0.000008,0.000007,0.000007,0.000007,393979166
2021-08-25,0.000008,0.000008,0.000007,0.000008,0.000008,338503381
2021-08-26,0.000008,0.000008,0.000007,0.000007,0.000007,323676890
2021-08-27,0.000007,0.000008,0.000007,0.000007,0.000007,320305426
2021-08-28,0.000007,0.000007,0.000007,0.000007,0.000007,223873537
2021-08-29,0.000007,0.000007,0.000007,0.000007,0.000007,236155012
2021-08-30,0.000007,0.000007,0.000007,0.000007,0.000007,253774182
